product_id,category_id,price
1000978,2053013555631882655,307.192
1001588,2053013555631882655,128.09
1002042,2053013555631882655,77.14
1002062,2053013555631882655,101.88062500000001
1002098,2053013555631882655,376.43320754716973
1002099,2053013555631882655,371.55300518134703
1002100,2053013555631882655,378.31599999999986
1002101,2053013555631882655,376.5742857142856
1002102,2053013555631882655,384.23072289156624
1002103,2053013555631882655,414.53
1002225,2053013555631882655,82.37
1002266,2053013555631882655,279.55
1002367,2053013555631882655,205.31181818181815
1002396,2053013555631882655,275.500625
1002398,2053013555631882655,252.24759999999998
1002415,2053013555631882655,293.11
1002482,2053013555631882655,128.18714285714285
1002484,2053013555631882655,179.62937499999998
1002494,2053013555631882655,306.8773333333334
1002497,2053013555631882655,95.17
1002522,2053013555631882655,903.59
1002524,2053013555631882655,527.2656302521009
1002525,2053013555631882655,720.5233333333333
1002527,2053013555631882655,759.09
1002528,2053013555631882655,595.9261290322581
1002532,2053013555631882655,592.9557142857146
1002533,2053013555631882655,720.48
1002535,2053013555631882655,828.9611627906979
1002536,2053013555631882655,572.4611458333333
1002538,2053013555631882655,597.0847058823531
1002540,2053013555631882655,485.5358119658119
1002541,2053013555631882655,639.21
1002542,2053013555631882655,481.7291935483871
1002544,2053013555631882655,461.407879640045
1002545,2053013555631882655,802.012857142857
1002546,2053013555631882655,1012.64
1002547,2053013555631882655,467.69114427860706
1002548,2053013555631882655,553.5029411764706
1002550,2053013555631882655,355.10249999999996
1002628,2053013555631882655,408.07734177215195
1002629,2053013555631882655,365.20170648464165
1002633,2053013555631882655,359.02368092691626
1002634,2053013555631882655,373.0019727891157
1002662,2053013555631882655,203.09
1002665,2053013555631882655,231.64
1002678,2053013555631882655,231.1707142857143
1002684,2053013555631882655,252.6
1002724,2053013555631882655,546.13
1002757,2053013555631882655,168.69
1002786,2053013555631882655,391.26
1002796,2053013555631882655,379.77231404958695
1002808,2053013555631882655,73.98666666666666
1002827,2053013555631882655,360.20000000000005
1002876,2053013555631882655,215.19333333333338
1002881,2053013555631882655,254.14647058823527
1002902,2053013555631882655,599.98
1002906,2053013555631882655,257.38
1002923,2053013555631882655,158.39045454545456
1002929,2053013555631882655,84.91285714285716
1002974,2053013555631882655,149.29933333333335
1002987,2053013555631882655,202.95724137931037
1002995,2053013555631882655,456.7900000000001
1003013,2053013555631882655,179.90000000000003
1003014,2053013555631882655,112.95
1003028,2053013555631882655,615.54
1003039,2053013555631882655,1154.8600000000001
1003048,2053013555631882655,643.52
1003050,2053013555631882655,617.5200000000001
1003052,2053013555631882655,599.66
1003073,2053013555631882655,150.97055555555556
1003074,2053013555631882655,134.833
1003078,2053013555631882655,344.17
1003096,2053013555631882655,308.30689655172415
1003105,2053013555631882655,150.11999999999998
1003112,2053013555631882655,143.75625
1003114,2053013555631882655,129.6875
1003129,2053013555631882655,193.83749999999998
1003141,2053013555631882655,380.095
1003153,2053013555631882655,149.3
1003168,2053013555631882655,102.71
1003176,2053013555631882655,434.5458333333333
1003177,2053013555631882655,127.36
1003181,2053013555631882655,127.41
1003183,2053013555631882655,128.19000000000003
1003184,2053013555631882655,128.19
1003195,2053013555631882655,124.06266666666667
1003203,2053013555631882655,95.21
1003208,2053013555631882655,232.24499999999998
1003209,2053013555631882655,218.77
1003221,2053013555631882655,112.88125
1003225,2053013555631882655,199.92
1003230,2053013555631882655,115.58
1003234,2053013555631882655,128.42000000000002
1003274,2053013555631882655,193.97
1003281,2053013555631882655,630.0263855421687
1003285,2053013555631882655,543.5255208333333
1003293,2053013555631882655,509.63719999999995
1003298,2053013555631882655,120.96
1003304,2053013555631882655,579.6880468749999
1003305,2053013555631882655,604.8573333333335
1003306,2053013555631882655,583.8115795724465
1003307,2053013555631882655,751.9486956521739
1003308,2053013555631882655,919.7493750000001
1003309,2053013555631882655,825.764642857143
1003310,2053013555631882655,705.686313253012
1003311,2053013555631882655,716.8990217391305
1003312,2053013555631882655,701.6278924731182
1003313,2053013555631882655,971.7
1003314,2053013555631882655,955.4247368421054
1003315,2053013555631882655,940.4915254237287
1003316,2053013555631882655,936.4660054347825
1003317,2053013555631882655,948.9536167146974
1003318,2053013555631882655,1065.1823943661975
1003319,2053013555631882655,1067.8182568807338
1003328,2053013555631882655,573.1699999999998
1003333,2053013555631882655,617.49
1003338,2053013555631882655,172.90285714285713
1003339,2053013555631882655,201.86
1003347,2053013555631882655,119.69
1003363,2053013555631882655,562.6204385964911
1003371,2053013555631882655,411.59000000000003
1003372,2053013555631882655,411.31
1003385,2053013555631882655,123.56
1003391,2053013555631882655,406.51708333333335
1003415,2053013555631882655,326.96
1003416,2053013555631882655,369.054
1003418,2053013555631882655,221.344
1003428,2053013555631882655,409.005652173913
1003435,2053013555631882655,202.12
1003439,2053013555631882655,74.65
1003441,2053013555631882655,406.92989130434785
1003447,2053013555631882655,110.44636363636364
1003456,2053013555631882655,102.71
1003461,2053013555631882655,382.1223076923076
1003475,2053013555631882655,834.1576470588236
1003484,2053013555631882655,169.76600000000002
1003493,2053013555631882655,198.01
1003499,2053013555631882655,461.9062162162162
1003503,2053013555631882655,95.75666666666667
1003507,2053013555631882655,569.4125714285714
1003509,2053013555631882655,175.3476923076923
1003523,2053013555631882655,136.43
1003524,2053013555631882655,231.38
1003525,2053013555631882655,444.1002797202797
1003527,2053013555631882655,201.34235294117647
1003530,2053013555631882655,128.62
1003532,2053013555631882655,360.11
1003533,2053013555631882655,301.08
1003534,2053013555631882655,514.1973076923076
1003535,2053013555631882655,465.4739716312057
1003546,2053013555631882655,77.22
1003547,2053013555631882655,95.19
1003548,2053013555631882655,349.2085714285714
1003549,2053013555631882655,342.12765676567653
1003551,2053013555631882655,437.59
1003566,2053013555631882655,483.7605263157895
1003571,2053013555631882655,251.07760000000002
1003592,2053013555631882655,151.415
1003599,2053013555631882655,231.67
1003609,2053013555631882655,126.13000000000004
1003610,2053013555631882655,118.9
1003611,2053013555631882655,151.3525
1003613,2053013555631882655,154.42
1003614,2053013555631882655,153.9038888888889
1003622,2053013555631882655,133.16277777777776
1003632,2053013555631882655,89.83999999999999
1003636,2053013555631882655,483.7346511627907
1003645,2053013555631882655,128.96
1003652,2053013555631882655,192.2528571428572
1003656,2053013555631882655,228.11399999999998
1003657,2053013555631882655,120.7
1003665,2053013555631882655,136.73653846153846
1003673,2053013555631882655,165.07
1003687,2053013555631882655,154.42
1003688,2053013555631882655,193.03
